"","N","Accession","PG","Gene_Symbol","Protein_Name"
"282",231,"IPI:IPI00943902.1",25,"LOC401847","similar to hCG1793095"
"283",230,"IPI:IPI00385555.1",25,"-","Ig kappa chain V-I region BAN"
"284",230,"IPI:IPI00938364.1",25,"LOC100290415","hypothetical protein XP_002347493"
"285",230,"RRRRRIPI:IPI00444645.2",25,"MTSS1","Isoform 3 of Metastasis suppressor protein 1"
"286",229,"RRRRRIPI:IPI00914847.2",25,"NEB","nebulin isoform 1"
"287",228,"IPI:IPI00943342.1",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","25 kDa protein"
"288",226,"IPI:IPI00550162.4",25,"IGLV3-25","V2-17 protein"
"289",226,"IPI:IPI00952572.1",25,"-","Anti-mucin1 light chain variable region (Fragment)"
"290",224,"IPI:IPI00386134.1",25,"-","Ig lambda chain V-I region BL2"
"291",223,"IPI:IPI00783161.1",25,"-","Immunglobulin heavy chain variable region (Fragment)"
"292",220,"IPI:IPI00939844.2",25,"IGLV6-57","Amyloid lambda 6 light chain variable region PIP"
"293",219,"IPI:IPI00399007.7",25,"IGHG2","Putative uncharacterized protein DKFZp686I04196 (Fragment)"
"294",218,"IPI:IPI00736860.3",25,"-","Putative uncharacterized protein ENSP00000374988 (Fragment)"
"295",218,"IPI:IPI00816775.1",25,"-","F5-20 (Fragment)"
"296",216,"IPI:IPI00382471.1",25,"-","Ig heavy chain V-I region WOL"
"297",215,"IPI:IPI00829701.2",25,"LOC100292483;LOC100290448","similar to pre-B lymphocyte gene 2"
"298",215,"IPI:IPI00854667.1",25,"-","Putative uncharacterized protein ENSP00000375015"
"299",214,"IPI:IPI00386133.1",25,"-","Ig kappa chain V-IV region B17"
"300",214,"IPI:IPI00829956.1",25,"-","Rheumatoid factor C6 light chain (Fragment)"
"301",213,"IPI:IPI00292056.4",25,"PIK3C2B","Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"
"302",213,"RRRRRIPI:IPI00910848.1",25,"-","cDNA FLJ54910, highly similar to Sentrin-specific protease 7 (Fragment)"
"303",212,"IPI:IPI00884081.2",25,"LOC100289944","Putative uncharacterized protein ENSP00000375025"
"304",211,"IPI:IPI00939470.1",25,"IGKC","26 kDa protein"
"305",210,"IPI:IPI00455222.3",25,"VSIG7","Putative V-set and immunoglobulin domain-containing protein 7"
"306",207,"RRRRRIPI:IPI00647917.1",25,"RHOT2","56 kDa protein"
"307",206,"IPI:IPI00830059.1",25,"-","Putative uncharacterized protein ENSP00000375013"
"308",205,"IPI:IPI00423461.3",25,"IGHA2;LOC100126583","Putative uncharacterized protein DKFZp686C02220 (Fragment)"
"309",201,"IPI:IPI00884078.2",25,"IGH@","similar to hCG2042717"
"310",200,"IPI:IPI00384398.1",25,"-","Myosin-reactive immunoglobulin light chain variable region (Fragment)"
"311",200,"IPI:IPI00642017.1",25,"IGHA2;LOC100126583","Putative uncharacterized protein DKFZp686C02218 (Fragment)"
"312",200,"IPI:IPI00829759.2",25,"LOC100291056","hypothetical protein XP_002347527"
"313",199,"IPI:IPI00784430.4",25,"IGKV3D-11","Similar to Ig kappa chain V-III region VG precursor"
"314",198,"IPI:IPI00829812.2",25,"LOC100290115","hypothetical protein XP_002347523"
"315",197,"IPI:IPI00384410.1",25,"-","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"316",197,"IPI:IPI00941543.1",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","25 kDa protein"
"317",195,"IPI:IPI00387106.1",25,"-","Ig kappa chain V-I region Ni"
"318",195,"IPI:IPI00784817.1",25,"IGHV4-31;LOC100294459;LOC100290146;IGHG1","Anti-RhD monoclonal T125 gamma1 heavy chain"
"319",194,"IPI:IPI00426051.3",25,"IGHG2","Putative uncharacterized protein DKFZp686C15213"
"320",193,"IPI:IPI00719452.1",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","IGL@ protein"
"321",193,"IPI:IPI00953695.1",25,"IGKV1-5","Ig kappa chain V-II region GM607 (Fragment)"
"322",191,"IPI:IPI00386840.1",25,"-","Amyloid lambda 6 light chain variable region NEG (Fragment)"
"323",191,"IPI:IPI00930072.1",25,"IGHG2","Putative uncharacterized protein DKFZp686E23209"
"324",190,"IPI:IPI00017640.1",25,"SLIT3","Isoform 1 of Slit homolog 3 protein"
"325",190,"IPI:IPI00607664.6",25,"C6orf170","Isoform 2 of Uncharacterized protein C6orf170"
"326",189,"IPI:IPI00829724.1",25,"-","Putative uncharacterized protein ENSP00000375041"
"327",187,"IPI:IPI00827829.1",25,"-","HRV Fab N8-VL (Fragment)"
"328",185,"IPI:IPI00387024.1",25,"-","Ig kappa chain V-I region CAR"
"329",185,"IPI:IPI00549330.5",25,"IGKV3D-15","Myosin-reactive immunoglobulin light chain variable region"
"330",185,"IPI:IPI00910659.1",25,"OSBPL5","Oxysterol-binding protein"
"331",184,"IPI:IPI00942688.1",25,"IGLL1","24 kDa protein"
"332",183,"RRRRRIPI:IPI00916068.1",25,"ANKRD36B","Putative uncharacterized protein ANKRD36B"
"333",182,"IPI:IPI00815662.1",25,"-","Rheumatoid factor G9 heavy chain (Fragment)"
"334",182,"IPI:IPI00942608.1",25,"IGKC","Putative uncharacterized protein IGKC"
"335",182,"RRRRRIPI:IPI00220625.1",25,"AKAP9","Isoform 3 of A-kinase anchor protein 9"
"336",179,"IPI:IPI00382497.1",25,"-","Ig heavy chain V-III region TUR"
"337",179,"IPI:IPI00783393.1",25,"-","Immunglobulin heavy chain variable region (Fragment)"
"338",179,"IPI:IPI00854841.1",25,"-","Putative uncharacterized protein ENSP00000375033"
"339",178,"IPI:IPI00827581.1",25,"-","Variable immnoglobulin anti-estradiol heavy chain (Fragment)"
"340",177,"IPI:IPI00930684.1",25,"IGHG3","Putative uncharacterized protein"
"341",177,"IPI:IPI00943265.1",25,"IGKV4-1","Similar to Ig kappa chain V-IV region precursor"
"342",176,"IPI:IPI00736885.1",25,"LOC440786","Ig kappa chain V-II region TEW"
"343",176,"IPI:IPI00827773.1",25,"-","Cold agglutinin FS-1 L-chain (Fragment)"
"344",176,"IPI:IPI00854582.2",25,"-","Myosin-reactive immunoglobulin light chain variable region"
"345",175,"IPI:IPI00894177.2",25,"-","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"346",174,"IPI:IPI00783023.1",25,"-","Immunglobulin heavy chain variable region (Fragment)"
"347",173,"IPI:IPI00940451.1",25,"-","59 kDa protein"
"348",172,"IPI:IPI00382501.1",25,"-","Ig heavy chain V-III region DOB"
"349",172,"IPI:IPI00383629.1",25,"-","IgG VH protein (Fragment)"
"350",169,"IPI:IPI00887332.2",25,"LOC642131","similar to hCG1812074"
"351",168,"IPI:IPI00744476.6",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","IGL@ protein"
"352",168,"IPI:IPI00816799.1",25,"-","Rheumatoid factor D5 light chain (Fragment)"
"353",166,"IPI:IPI00854732.1",25,"-","Putative uncharacterized protein ENSP00000375005"
"354",166,"IPI:IPI00940952.1",25,"IGKC","Ig kappa chain C region"
"355",165,"IPI:IPI00827846.1",25,"-","Anti-mucin1 heavy chain variable region (Fragment)"
"356",164,"IPI:IPI00785067.1",25,"IGHA2;LOC100126583","IGH@ protein"
"357",162,"IPI:IPI00829663.4",25,"-","13 kDa protein"
"358",161,"IPI:IPI00829912.2",25,"IGKV1-5","Ig kappa chain V-I region HK102 (Fragment)"
"359",160,"IPI:IPI00893853.1",25,"IGHA2;LOC100126583","Putative uncharacterized protein IGHA2"
"360",159,"IPI:IPI00782983.2",25,"LOC100290036","hypothetical protein XP_002347522"
"361",158,"IPI:IPI00827965.2",25,"-","V1-18 protein"
"362",153,"IPI:IPI00385253.1",25,"-","Ig kappa chain V-III region CLL"
"363",153,"IPI:IPI00386132.1",25,"-","Ig kappa chain V-IV region JI"
"364",149,"IPI:IPI00382421.1",25,"-","Ig lambda chain V-I region NEW"
"365",149,"IPI:IPI00783471.1",25,"-","Immunglobulin heavy chain variable region (Fragment)"
"366",147,"IPI:IPI00829827.1",25,"-","13 kDa protein"
"367",143,"IPI:IPI00154742.6",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","IGL@ protein"
"368",142,"IPI:IPI00385143.1",25,"-","Microfibrillar protein 2 (Fragment)"
"369",134,"IPI:IPI00829803.2",25,"-","Putative uncharacterized protein ENSP00000419211"
"370",131,"IPI:IPI00382440.1",25,"-","Ig lambda chain V-IV region Hil"
"371",130,"IPI:IPI00784950.1",25,"IGHA2;LOC100126583","Putative uncharacterized protein DKFZp686L19235"
"372",128,"IPI:IPI00784985.1",25,"IGK@","IGK@ protein"
"373",126,"RRRRRIPI:IPI00399303.2",25,"TRPC4AP","TRPC4-associated protein isoform b"
"374",124,"IPI:IPI00449920.1",25,"IGHA1","cDNA FLJ90170 fis, clone MAMMA1000370, highly similar to Ig alpha-1 chain C region"
"375",122,"IPI:IPI00942037.1",25,"-","13 kDa protein"
"376",120,"IPI:IPI00827978.1",25,"-","VL4 protein (Fragment)"
"377",109,"IPI:IPI00829753.2",25,"-","Putative uncharacterized protein ENSP00000375028"
"378",105,"IPI:IPI00783451.1",25,"-","Immunglobulin heavy chain variable region (Fragment)"
"379",94,"IPI:IPI00830018.4",25,"-","13 kDa protein"
"380",85,"IPI:IPI00941837.1",25,"-","56 kDa protein"
"381",76,"IPI:IPI00930124.1",25,"IGHV4-31;LOC100294459;LOC100290146;IGHG1","Putative uncharacterized protein DKFZp686C11235"
"382",40,"IPI:IPI00816314.1",25,"IGHV4-31;LOC100294459;LOC100290146;IGHG1","Putative uncharacterized protein DKFZp686I15196"
"383",0,"IPI:IPI00003469.1",25,"-","Ig kappa chain V-I region WEA"
"384",0,"IPI:IPI00003947.1",25,"-","Ig lambda chain V-II region BUR"
"385",0,"IPI:IPI00004798.4",25,"CRISP3","cDNA FLJ75207"
"386",0,"IPI:IPI00006005.1",25,"-","Putative uncharacterized protein PRO1854"
"387",0,"IPI:IPI00006288.1",25,"SLIT2","Isoform 1 of Slit homolog 2 protein"
"388",0,"IPI:IPI00009883.2",25,"CYP39A1","24-hydroxycholesterol 7-alpha-hydroxylase"
"389",0,"IPI:IPI00011961.1",25,"SIGLEC1","Isoform 1 of Sialoadhesin"
"390",0,"IPI:IPI00013438.1",25,"IGLL1","Immunoglobulin lambda-like polypeptide 1"
"391",0,"IPI:IPI00015973.1",25,"EPB41L2","Band 4.1-like protein 2"
"392",0,"IPI:IPI00021742.3",25,"PDC","phosducin isoform b"
"393",0,"IPI:IPI00024134.1",25,"IGKC","Ig kappa chain V-I region Walker"
"394",0,"IPI:IPI00025050.1",25,"WARS2","Tryptophanyl-tRNA synthetase, mitochondrial"
"395",0,"IPI:IPI00029218.1",25,"CRISP2","Cysteine-rich secretory protein 2"
"396",0,"IPI:IPI00031058.4",25,"RGSL1","cDNA FLJ61667, highly similar to Homo sapiens regulator of G-protein signalling like 2 (RGSL2), mRNA"
"397",0,"IPI:IPI00054502.1",25,"PDC","PhLP1"
"398",0,"IPI:IPI00056511.1",25,"TEKT1","Tektin-1"
"399",0,"IPI:IPI00062810.8",25,"TBCK","Isoform 3 of TBC domain-containing protein kinase-like protein"
"400",0,"IPI:IPI00103336.3",25,"KCNE4","Potassium voltage-gated channel subfamily E member"
"401",0,"IPI:IPI00107531.1",25,"RAD50","Isoform 3 of DNA repair protein RAD50"
"402",0,"IPI:IPI00107819.5",25,"PTPRD","PTPRD protein"
"403",0,"IPI:IPI00163644.2",25,"OSBPL8","Oxysterol-binding protein"
"404",0,"IPI:IPI00168894.2",25,"STEAP2","Isoform 1 of Metalloreductase STEAP2"
"405",0,"IPI:IPI00185659.2",25,"CCDC62","Isoform 2 of Coiled-coil domain-containing protein 60"
"406",0,"IPI:IPI00185911.5",25,"RNF175","Putative uncharacterized protein RNF175"
"407",0,"IPI:IPI00219698.1",25,"SIGLEC1","Isoform 2 of Sialoadhesin"
"408",0,"IPI:IPI00219860.3",25,"PTPRD","Isoform 3 of Receptor-type tyrosine-protein phosphatase delta"
"409",0,"IPI:IPI00220007.6",25,"APOL2","cDNA FLJ55764, highly similar to Apolipoprotein-L2"
"410",0,"IPI:IPI00220114.1",25,"SLIT2","Isoform 3 of Slit homolog 2 protein"
"411",0,"IPI:IPI00220116.7",25,"OSBPL5","Oxysterol-binding protein-related protein 5"
"412",0,"IPI:IPI00253835.7",25,"C6orf170","Isoform 1 of Uncharacterized protein C6orf170"
"413",0,"IPI:IPI00259102.2",25,"EPDR1","Isoform 1 of Mammalian ependymin-related protein 1"
"414",0,"IPI:IPI00289819.4",25,"IGF2R","Cation-independent mannose-6-phosphate receptor"
"415",0,"IPI:IPI00289831.4",25,"PTPRS","Isoform PTPS of Receptor-type tyrosine-protein phosphatase S"
"416",0,"IPI:IPI00291665.6",25,"TBCK","Isoform 1 of TBC domain-containing protein kinase-like protein"
"417",0,"IPI:IPI00293086.2",25,"ZHX1","Zinc fingers and homeoboxes protein 1"
"418",0,"IPI:IPI00293275.5",25,"PTPRS","protein tyrosine phosphatase, receptor type, sigma isoform 3 precursor"
"419",0,"IPI:IPI00298409.3",25,"PDCL","Phosducin-like protein"
"420",0,"IPI:IPI00299590.5",25,"PTPRS","Isoform PTPS-F4-7 of Receptor-type tyrosine-protein phosphatase S"
"421",0,"IPI:IPI00304986.5",25,"IRAK2","Interleukin-1 receptor-associated kinase-like 2"
"422",0,"IPI:IPI00305282.2",25,"RAD50","Isoform 1 of DNA repair protein RAD50"
"423",0,"IPI:IPI00307536.2",25,"TEX11","Isoform 1 of Testis-expressed sequence 11 protein"
"424",0,"IPI:IPI00328493.4",25,"LOC652128","Putative uncharacterized protein ENSP00000375038"
"425",0,"IPI:IPI00328754.6",25,"ZFHX4","zinc finger homeodomain 4"
"426",0,"IPI:IPI00329141.4",25,"CHSY1","Chondroitin sulfate synthase 1"
"427",0,"IPI:IPI00329482.4",25,"LAMA4","Isoform 1 of Laminin subunit alpha-4"
"428",0,"IPI:IPI00332271.6",25,"PTPRS","Isoform PTPS-MEA of Receptor-type tyrosine-protein phosphatase S"
"429",0,"IPI:IPI00332272.2",25,"PTPRS","Isoform PTPS-MEB of Receptor-type tyrosine-protein phosphatase S"
"430",0,"IPI:IPI00335003.1",25,"SLIT2","Isoform 2 of Slit homolog 2 protein"
"431",0,"IPI:IPI00375547.7",25,"PTPRD","protein tyrosine phosphatase, receptor type, D isoform 2 precursor"
"432",0,"IPI:IPI00375548.4",25,"PTPRD","212 kDa protein"
"433",0,"IPI:IPI00382420.1",25,"-","Ig lambda chain V-I region HA"
"434",0,"IPI:IPI00382426.1",25,"-","Ig lambda chain V-II region TRO"
"435",0,"IPI:IPI00382427.1",25,"-","Ig lambda chain V-II region MGC"
"436",0,"IPI:IPI00382431.1",25,"-","Ig lambda chain V-II region BO"
"437",0,"IPI:IPI00382434.1",25,"-","Ig lambda chain V-II region WIN"
"438",0,"IPI:IPI00382448.1",25,"-","Ig lambda chain V-VI region NIG-48"
"439",0,"IPI:IPI00382455.1",25,"-","Ig heavy chain V-I region EU"
"440",0,"IPI:IPI00382472.1",25,"-","Ig heavy chain V-I region SIE"
"441",0,"IPI:IPI00382478.1",25,"-","Ig heavy chain V-III region TIL"
"442",0,"IPI:IPI00382491.1",25,"-","Ig heavy chain V-III region POM"
"443",0,"IPI:IPI00382493.1",25,"-","Ig heavy chain V-III region WAS"
"444",0,"IPI:IPI00382494.1",25,"-","Ig heavy chain V-III region TEI"
"445",0,"IPI:IPI00382577.1",25,"-","Kappa 1 light chain variable region (Fragment)"
"446",0,"IPI:IPI00382678.1",25,"IGH@","Putative uncharacterized protein"
"447",0,"IPI:IPI00383016.1",25,"-","Immunglobulin light chain variable region (Fragment)"
"448",0,"IPI:IPI00383603.1",25,"-","Anti-thyroglobulin light chain variable region (Fragment)"
"449",0,"IPI:IPI00384392.1",25,"-","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"450",0,"IPI:IPI00384397.1",25,"-","Myosin-reactive immunoglobulin light chain variable region (Fragment)"
"451",0,"IPI:IPI00384409.1",25,"-","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"452",0,"IPI:IPI00384541.4",25,"RPRD2","Isoform 1 of Regulation of nuclear pre-mRNA domain-containing protein 2"
"453",0,"IPI:IPI00384576.1",25,"-","Ig kappa chain V-III region HIC"
"454",0,"IPI:IPI00385252.1",25,"-","Ig kappa chain V-III region GOL"
"455",0,"IPI:IPI00385520.1",25,"CRISP2","Cysteine-rich secretory protein 2, isoform CRA_b"
"456",0,"IPI:IPI00385556.1",25,"-","Ig kappa chain V-I region Daudi"
"457",0,"IPI:IPI00385614.1",25,"-","Ig kappa chain V-I region WAT"
"458",0,"IPI:IPI00385818.3",25,"RNF175","Ring finger protein 175, isoform CRA_b"
"459",0,"IPI:IPI00386135.1",25,"-","Ig lambda chain V-VI region SUT"
"460",0,"IPI:IPI00386137.1",25,"-","Ig lambda chain V-VI region EB4"
"461",0,"IPI:IPI00386140.1",25,"-","Ig heavy chain V-I region Mot"
"462",0,"IPI:IPI00386574.1",25,"-","Ig lambda chain V-I region MEM"
"463",0,"IPI:IPI00386575.1",25,"-","Ig lambda chain V-I region EPS"
"464",0,"IPI:IPI00387094.1",25,"-","Ig kappa chain V-I region Hau"
"465",0,"IPI:IPI00387101.1",25,"-","Ig kappa chain V-I region Scw"
"466",0,"IPI:IPI00387118.1",25,"-","Ig kappa chain V-III region WOL"
"467",0,"IPI:IPI00387161.1",25,"-","Ig lambda chain V-I region VOR"
"468",0,"IPI:IPI00394737.1",25,"OSBPL8","Isoform 2 of Oxysterol-binding protein-related protein 8"
"469",0,"IPI:IPI00396930.8",25,"-","15 kDa protein"
"470",0,"IPI:IPI00397465.1",25,"WARS2","mitochondrial tryptophanyl-tRNA synthetase 2 isoform 2 precursor"
"471",0,"IPI:IPI00399379.3",25,"IGHV1OR15-5","Putative V-set and immunoglobulin domain-containing-like protein ENSP00000303034"
"472",0,"IPI:IPI00402053.2",25,"CCDC62","Isoform 1 of Coiled-coil domain-containing protein 60"
"473",0,"IPI:IPI00409709.1",25,"SLIT3","Isoform 2 of Slit homolog 3 protein"
"474",0,"IPI:IPI00413194.1",25,"-","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"475",0,"IPI:IPI00413593.3",25,"RNF175","RING finger protein 175"
"476",0,"IPI:IPI00413755.1",25,"TAF4","Transcription initiation factor TFIID subunit 4"
"477",0,"IPI:IPI00414321.4",25,"ADAMTS20","Isoform 2 of A disintegrin and metalloproteinase with thrombospondin motifs 20"
"478",0,"IPI:IPI00423460.3",25,"IGHA1","Putative uncharacterized protein DKFZp686G21220 (Fragment)"
"479",0,"IPI:IPI00423466.1",25,"IGHV4-31;LOC100294459;LOC100290146;IGHG1","Putative uncharacterized protein DKFZp686H20196"
"480",0,"IPI:IPI00430847.3",25,"-","Putative uncharacterized protein ENSP00000420576"
"481",0,"IPI:IPI00432198.1",25,"-","ALLW1950"
"482",0,"IPI:IPI00434815.2",25,"STEAP2","Six transmembrane prostate protein v2"
"483",0,"IPI:IPI00438855.1",25,"IL12RB2","Isoform 1 of Interleukin-12 receptor beta-2 chain"
"484",0,"IPI:IPI00438856.1",25,"IL12RB2","Isoform 2 of Interleukin-12 receptor beta-2 chain"
"485",0,"IPI:IPI00442051.2",25,"PDE2A","cDNA FLJ16750 fis, clone ADRGL2011190, highly similar to cGMP-dependent 3',5'-cyclic phosphodiesterase"
"486",0,"IPI:IPI00442781.1",25,"LOC100133032","cDNA FLJ26718 fis, clone PNC03325"
"487",0,"IPI:IPI00448925.6",25,"IGHV4-31;LOC100294459;LOC100290146;IGHG1","Putative uncharacterized protein IGHG1"
"488",0,"IPI:IPI00451132.2",25,"PDE2A","cGMP-dependent 3',5'-cyclic phosphodiesterase"
"489",0,"IPI:IPI00465100.1",25,"ZNF574","Isoform 2 of Zinc finger protein 574"
"490",0,"IPI:IPI00465108.3",25,"C5orf51","Putative uncharacterized protein DKFZp686P13170"
"491",0,"IPI:IPI00465233.1",25,"EIF3L","Eukaryotic translation initiation factor 3, subunit E interacting protein"
"492",0,"IPI:IPI00470407.3",25,"NARG2","Isoform 1 of NMDA receptor-regulated protein 2"
"493",0,"IPI:IPI00470495.2",25,"TEX11","Isoform 3 of Testis-expressed sequence 11 protein"
"494",0,"IPI:IPI00470588.4",25,"ZMYM1","Zinc finger, MYM-type 1"
"495",0,"IPI:IPI00478296.3",25,"TAF4","Putative uncharacterized protein TAF4 (Fragment)"
"496",0,"IPI:IPI00478854.5",25,"ZNF574","Isoform 1 of Zinc finger protein 574"
"497",0,"IPI:IPI00479809.1",25,"RNF121","RING finger protein 121"
"498",0,"IPI:IPI00549205.1",25,"RAD50","Isoform 2 of DNA repair protein RAD50"
"499",0,"IPI:IPI00552735.3",25,"IGLV3-12","V2-8 protein"
"500",0,"IPI:IPI00552771.3",25,"IGLV3-16","V2-11 protein"
"501",0,"IPI:IPI00552852.3",25,"IGLV3-27","V2-19 protein"
"502",0,"IPI:IPI00555618.2",25,"GPR18","N-arachidonyl glycine receptor"
"503",0,"IPI:IPI00555872.5",25,"IGHV3-48","Myosin-reactive immunoglobulin heavy chain variable region (Fragment)"
"504",0,"IPI:IPI00556351.1",25,"EPB41L2","Putative uncharacterized protein DKFZp781H1755"
"505",0,"IPI:IPI00604683.1",25,"NARG2","Isoform 2 of NMDA receptor-regulated protein 2"
"506",0,"IPI:IPI00639879.2",25,"RPRD2","Isoform 3 of Regulation of nuclear pre-mRNA domain-containing protein 2"
"507",0,"IPI:IPI00641229.4",25,"IGHA2;LOC100126583","Ig alpha-2 chain C region"
"508",0,"IPI:IPI00643301.4",25,"KCNU1","Potassium channel subfamily U member 1"
"509",0,"IPI:IPI00643628.1",25,"ZMYM1","Zinc finger MYM-type protein 1"
"510",0,"IPI:IPI00644497.4",25,"IGHA1","Putative uncharacterized protein IGHA1"
"511",0,"IPI:IPI00645332.1",25,"TEX11","Testis expressed 11"
"512",0,"IPI:IPI00646019.1",25,"TEX11","Isoform 2 of Testis-expressed sequence 11 protein"
"513",0,"IPI:IPI00657800.1",25,"STEAP2","six transmembrane epithelial antigen of the prostate 2 isoform b"
"514",0,"IPI:IPI00658130.1",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","IGL@ protein"
"515",0,"IPI:IPI00719373.2",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","IGL@ protein"
"516",0,"IPI:IPI00735310.1",25,"LAMA4","Isoform 2 of Laminin subunit alpha-4"
"517",0,"IPI:IPI00736507.2",25,"IGHV3-30","Immunglobulin heavy chain variable region (Fragment)"
"518",0,"IPI:IPI00739205.3",25,"LOC652102","Ig heavy chain V-I region HG3"
"519",0,"IPI:IPI00740543.1",25,"ZDHHC11B","Probable palmitoyltransferase ZDHHC11B"
"520",0,"IPI:IPI00744130.2",25,"ADAMTS20","cDNA FLJ13166 fis, clone NT2RP3003701, weakly similar to F-SPONDIN"
"521",0,"IPI:IPI00745266.1",25,"EIF3L","Eukaryotic translation initiation factor 3 subunit L"
"522",0,"IPI:IPI00746361.2",25,"C10orf137","Isoform 2 of Erythroid differentiation-related factor 1"
"523",0,"IPI:IPI00747752.3",25,"IGLC1;IGL@;IGLV3-21;IGLC2;LOC100290557;IGLV2-14;IGLV1-44;LOC100290481;IGLV2-11;IGLV1-40;LOC100293277;LOC100293440;IGLC3","V2-7 protein"
"524",0,"IPI:IPI00748665.3",25,"IGHV3-30","Immunglobulin heavy chain variable region (Fragment)"
